timestamp,symbol,price,ADX,ATR_val,ATR_pct,SuperTracker_osc,SuperTracker_sig,signals
2025-08-03T22:19:04.799642,APO,138.28,22.31,0.42,0.30,11.82,11.82,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:19:06.943688,ACGL,88.00,39.74,0.14,0.16,24.87,24.87,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:19:08.179158,ANET,117.53,26.62,0.36,0.30,7.28,7.28,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:19:08.866568,AJG,283.98,34.08,0.76,0.27,65.80,65.80,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:19:11.204911,ADSK,297.02,21.27,0.50,0.17,7.82,7.82,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:19:14.815882,BALL,57.10,20.54,0.11,0.19,17.44,17.44,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:19:16.082267,BAX,21.95,54.60,0.09,0.41,37.28,37.28,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:19:16.813486,BDX,176.31,27.51,0.28,0.16,13.17,13.17,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:19:18.567756,TECH,54.89,23.35,0.14,0.26,-2.36,-2.36,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:19:24.480360,BRO,92.22,35.57,0.14,0.15,25.07,25.07,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:19:28.487868,CZR,25.68,24.32,0.10,0.40,21.51,21.51,ADX ≥ 20.0;MACD 🚀;BB breakout;Price > SMA20
2025-08-03T22:19:32.834285,CBOE,247.59,27.94,0.61,0.25,7.31,7.31,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:19:35.847964,CF,91.54,41.46,0.11,0.12,19.00,19.00,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:19:39.439605,CI,262.23,32.89,0.76,0.29,-5.04,-5.04,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:19:44.752637,CL,83.48,31.14,0.18,0.22,12.97,12.97,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:19:47.801186,CEG,340.77,23.93,1.03,0.30,18.94,18.94,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:19:50.620859,CSGP,94.60,34.29,0.17,0.18,23.41,23.41,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:19:53.816989,CVS,62.42,29.00,0.18,0.29,-9.21,-9.21,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:19:54.375228,DHR,197.00,27.05,0.41,0.21,17.68,17.68,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:19:54.940029,DRI,203.48,34.12,0.29,0.14,29.04,29.04,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:19:55.469105,DVA,138.39,28.12,0.23,0.17,-5.88,-5.88,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:19:56.021929,DAY,55.28,25.46,0.13,0.24,3.34,3.34,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:19:56.535062,DECK,103.32,22.76,0.22,0.21,1.27,1.27,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:19:57.878507,DAL,51.13,24.06,0.15,0.29,-2.03,-2.03,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:19:58.444559,DVN,32.12,23.98,0.08,0.26,12.15,12.15,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:19:59.861587,DLR,172.06,32.19,0.37,0.22,8.09,8.09,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:20:01.840755,DG,108.53,45.24,0.23,0.21,42.78,42.78,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:20:02.386529,DLTR,114.72,25.57,0.21,0.19,18.76,18.76,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:20:02.955783,D,60.38,32.49,0.13,0.22,17.68,17.68,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:20:07.111247,ETN,381.44,22.14,0.86,0.23,6.32,6.32,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:20:14.815069,EL,91.01,21.82,0.22,0.24,-0.76,-0.76,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:20:15.444902,EG,331.52,25.38,0.56,0.17,73.13,73.13,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:20:16.037090,EVRG,71.55,23.45,0.10,0.14,18.27,18.27,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:20:18.300745,EXPD,114.67,24.82,0.20,0.17,11.80,11.80,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:20:19.379876,XOM,109.59,21.52,0.20,0.18,17.89,17.89,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:20:19.960341,FFIV,307.43,28.69,0.70,0.23,6.59,6.59,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:20:20.531616,FDS,391.24,26.23,0.65,0.17,5.65,5.65,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:20:21.104921,FICO,1382.24,36.38,7.69,0.56,10.82,10.82,ADX ≥ 20.0;MACD 🚀;RSI 📈;ATR14 ≥ 2.0;ATR % ≥ 0.5%;Price > SMA20
2025-08-03T22:20:23.902414,FIS,78.41,20.35,0.12,0.15,35.41,35.41,ADX ≥ 20.0;MACD 🚀;BB breakout;Price > SMA20
2025-08-03T22:20:25.344701,FE,43.19,20.28,0.07,0.16,42.12,42.12,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:20:26.422831,F,10.80,26.37,0.03,0.24,14.85,14.85,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:20:28.029313,FOXA,55.54,59.58,0.10,0.17,3.33,3.33,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:20:29.181112,FOX,50.73,32.83,0.10,0.19,14.54,14.54,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:20:30.552682,GRMN,218.81,60.01,0.43,0.20,10.30,10.30,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:20:35.621505,GPC,128.30,34.84,0.23,0.18,26.72,26.72,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:20:39.460248,HAS,74.63,22.11,0.13,0.18,0.25,0.25,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:20:48.353184,HPQ,24.43,23.68,0.05,0.21,1.80,1.80,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:20:48.993170,HUBB,426.74,25.23,0.92,0.22,5.27,5.27,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:20:50.562650,HII,269.70,35.51,0.88,0.33,15.52,15.52,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:20:51.248454,IBM,249.96,64.35,0.41,0.16,24.20,24.20,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:20:54.030173,IR,75.02,24.10,0.27,0.36,10.18,10.18,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:20:55.817107,ICE,184.53,41.77,0.28,0.15,15.82,15.82,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:20:56.950735,IP,46.37,31.66,0.12,0.26,21.16,21.16,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:20:59.483240,INVH,30.30,28.38,0.06,0.21,16.70,16.70,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:21:00.571353,IRM,94.11,22.44,0.25,0.26,0.47,0.47,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:21:04.903409,JNPR,0.00,49.78,0.01,inf,28.22,28.22,ADX ≥ 20.0;MACD 🚀;ATR % ≥ 0.5%
2025-08-03T22:21:06.047794,KVUE,21.60,28.62,0.04,0.19,25.78,25.78,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:21:08.072902,KMB,130.64,26.71,0.37,0.28,35.60,35.60,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:21:09.922713,KKR,142.57,28.63,0.45,0.32,5.14,5.14,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:21:11.423025,KR,71.36,20.31,0.10,0.14,38.86,38.86,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:21:15.316156,LII,605.86,28.51,1.07,0.18,7.13,7.13,ADX ≥ 20.0;MACD 🚀;BB breakout;Price > SMA20
2025-08-03T22:21:19.212223,LULU,193.33,33.92,0.59,0.30,24.07,24.07,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:21:22.089524,MMC,197.74,45.67,0.26,0.13,35.61,35.61,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:21:25.185203,MCD,302.88,27.47,0.47,0.16,40.06,40.06,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:21:25.845920,MCK,698.28,27.24,0.96,0.14,25.73,25.73,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:21:27.828076,MET,73.98,28.97,0.16,0.21,18.93,18.93,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:21:28.578206,MTD,1197.77,24.36,4.16,0.35,25.48,25.48,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;ATR14 ≥ 2.0;Price > SMA20
2025-08-03T22:21:29.203987,MGM,35.73,22.47,0.09,0.25,22.63,22.63,ADX ≥ 20.0;MACD 🚀;BB breakout;Price > SMA20
2025-08-03T22:21:32.601080,MOH,155.13,27.16,0.60,0.39,9.73,9.73,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:21:36.627525,MSCI,557.27,25.18,0.88,0.16,17.85,17.85,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:21:37.263032,NDAQ,95.17,21.81,0.15,0.16,19.66,19.66,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:21:40.751933,NI,42.59,32.03,0.06,0.14,30.91,30.91,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:21:45.667836,ORLY,99.12,33.23,0.14,0.14,29.40,29.40,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:21:49.596918,PKG,191.35,22.79,0.32,0.17,15.86,15.86,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:21:51.505415,PARA,13.01,23.11,0.02,0.17,-44.57,-44.57,ADX ≥ 20.0;MACD 🚀;BB breakout
2025-08-03T22:21:52.528870,PAYX,139.34,64.59,0.39,0.28,2.43,2.43,ADX ≥ 20.0;MACD 🚀;BB breakout
2025-08-03T22:21:58.353576,PPL,35.64,24.93,0.06,0.17,32.77,32.77,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:22:04.301931,RJF,163.02,22.47,0.33,0.20,16.88,16.88,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:22:05.307484,O,56.57,46.44,0.07,0.13,24.69,24.69,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:22:06.289296,REGN,558.87,63.29,1.97,0.35,20.81,20.81,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:22:08.871647,ROL,57.74,22.23,0.08,0.14,24.04,24.04,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:22:12.500747,STX,154.81,24.16,0.42,0.27,1.80,1.80,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:22:15.402804,SW,44.34,20.97,0.10,0.23,29.52,29.52,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:22:19.620128,SYK,377.80,35.30,1.08,0.29,2.36,2.36,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:22:22.934188,TPR,106.31,50.16,0.24,0.22,12.25,12.25,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:22:25.146431,TER,104.16,29.68,0.37,0.36,11.95,11.95,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:22:27.965809,TJX,125.97,23.91,0.18,0.14,42.10,42.10,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:22:28.905183,TSCO,57.63,48.70,0.12,0.20,15.26,15.26,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:22:29.464939,TT,439.06,27.22,0.88,0.20,14.50,14.50,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:22:30.849416,TRMB,82.64,37.17,0.19,0.23,4.93,4.93,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:22:37.899093,VLTO,104.72,49.14,0.16,0.15,34.65,34.65,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:22:39.358236,VZ,42.88,26.50,0.04,0.10,5.15,5.15,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:22:41.497015,V,339.04,25.97,0.50,0.15,36.29,36.29,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:22:42.948639,WRB,69.24,29.00,0.08,0.12,14.19,14.19,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:22:43.577913,GWW,930.87,33.71,4.35,0.47,34.49,34.49,ADX ≥ 20.0;MACD 🚀;ATR14 ≥ 2.0;Price > SMA20
2025-08-03T22:22:45.146234,WMT,98.46,29.36,0.13,0.13,14.68,14.68,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:22:53.114293,WYNN,107.93,30.27,0.22,0.20,6.23,6.23,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:22:55.143022,ZBRA,335.24,24.19,0.81,0.24,-10.49,-10.49,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:23:03.777212,ACN,255.37,56.31,0.52,0.21,18.73,18.73,ADX ≥ 20.0;MACD 🚀;BB breakout;Price > SMA20
2025-08-03T22:23:05.827286,AFL,98.09,36.46,0.15,0.16,24.79,24.79,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:23:11.335949,GOOGL,189.13,20.90,0.31,0.16,12.88,12.88,ADX ≥ 20.0;MACD 🚀;BB breakout;Price > SMA20
2025-08-03T22:23:14.708077,AXP,294.10,25.69,0.59,0.20,19.77,19.77,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:23:15.377684,AIG,76.97,20.11,0.11,0.15,18.04,18.04,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:23:16.066587,AMT,212.12,32.47,0.37,0.17,33.64,33.64,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:23:20.119106,APA,18.46,27.05,0.06,0.31,15.15,15.15,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:23:20.721428,APO,138.28,22.31,0.42,0.30,11.82,11.82,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:23:22.727792,ACGL,88.00,39.74,0.14,0.16,24.87,24.87,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:23:23.773174,ANET,117.53,26.62,0.36,0.30,7.28,7.28,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:23:24.376002,AJG,283.98,34.08,0.76,0.27,65.80,65.80,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:23:26.316232,ADSK,297.02,21.27,0.50,0.17,7.82,7.82,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:23:29.554320,BALL,57.10,20.54,0.11,0.19,17.44,17.44,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:23:30.623945,BAX,21.95,54.60,0.09,0.41,37.28,37.28,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:23:31.296962,BDX,176.31,27.51,0.28,0.16,13.17,13.17,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:23:32.920703,TECH,54.89,23.35,0.14,0.26,-2.36,-2.36,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:23:38.789876,BRO,92.22,35.57,0.14,0.15,25.07,25.07,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:23:43.013348,CZR,25.68,24.32,0.10,0.40,21.51,21.51,ADX ≥ 20.0;MACD 🚀;BB breakout;Price > SMA20
2025-08-03T22:23:47.741068,CBOE,247.59,27.94,0.61,0.25,7.31,7.31,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:23:51.310217,CF,91.54,41.46,0.11,0.12,19.00,19.00,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:23:55.372135,CI,262.23,32.89,0.76,0.29,-5.04,-5.04,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:24:01.535244,CL,83.48,31.14,0.18,0.22,12.97,12.97,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:24:04.759896,CEG,340.77,23.93,1.03,0.30,18.94,18.94,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:24:08.528485,CSGP,94.60,34.29,0.17,0.18,23.41,23.41,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:24:12.532357,CVS,62.42,29.00,0.18,0.29,-9.21,-9.21,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:24:13.301394,DHR,197.00,27.05,0.41,0.21,17.68,17.68,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:24:14.052680,DRI,203.48,34.12,0.29,0.14,29.04,29.04,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:24:14.907653,DVA,138.39,28.12,0.23,0.17,-5.88,-5.88,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:24:15.681427,DAY,55.28,25.46,0.13,0.24,3.34,3.34,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:24:16.385095,DECK,103.32,22.76,0.22,0.21,1.27,1.27,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:24:18.180473,DAL,51.13,24.06,0.15,0.29,-2.03,-2.03,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:24:18.962977,DVN,32.12,23.98,0.08,0.26,12.15,12.15,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:24:20.695772,DLR,172.06,32.19,0.37,0.22,8.09,8.09,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:24:21.519466,DG,108.53,45.24,0.23,0.21,42.78,42.78,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:24:22.286636,DLTR,114.72,25.57,0.21,0.19,18.76,18.76,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:24:23.051700,D,60.38,32.49,0.13,0.22,17.68,17.68,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:24:28.323117,ETN,381.44,22.14,0.86,0.23,6.32,6.32,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:24:38.016771,EL,91.01,21.82,0.22,0.24,-0.76,-0.76,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:24:38.747026,EG,331.52,25.38,0.56,0.17,73.13,73.13,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:24:39.456986,EVRG,71.55,23.45,0.10,0.14,18.27,18.27,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:24:42.461758,EXPD,114.67,24.82,0.20,0.17,11.80,11.80,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:24:43.623530,XOM,109.59,21.52,0.20,0.18,17.89,17.89,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:24:44.312632,FFIV,307.43,28.69,0.70,0.23,6.59,6.59,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:24:45.106832,FDS,391.24,26.23,0.65,0.17,5.65,5.65,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:24:45.844271,FICO,1382.24,36.38,7.69,0.56,10.82,10.82,ADX ≥ 20.0;MACD 🚀;RSI 📈;ATR14 ≥ 2.0;ATR % ≥ 0.5%;Price > SMA20
2025-08-03T22:24:48.070788,FIS,78.41,20.35,0.12,0.15,35.41,35.41,ADX ≥ 20.0;MACD 🚀;BB breakout;Price > SMA20
2025-08-03T22:24:49.787523,FE,43.19,20.28,0.07,0.16,42.12,42.12,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:24:50.968577,F,10.80,26.37,0.03,0.24,14.85,14.85,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-03T22:24:52.717892,FOXA,55.54,59.58,0.10,0.17,3.33,3.33,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-03T22:24:53.411945,FOX,50.73,32.83,0.10,0.19,14.54,14.54,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-03T22:24:55.046691,GRMN,218.81,60.01,0.43,0.20,10.30,10.30,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
