timestamp,symbol,trigger
2025-07-11 16:52:51,ISRG,MACD 🚀
2025-07-11 16:52:51,ISRG,VOL 🔊(4.0×)
2025-07-11 16:52:51,ISRG,Price>SMA(20)
2025-07-11 16:52:51,ISRG,ATR14 ≥ 2.0
2025-07-11 16:52:51,ISRG,ATR % ≥ 0.7%
2025-07-11 16:52:51,ISRG,Range % ≥ 1.5%
2025-07-11 16:52:51,ISRG,Price>SMA(20)
2025-07-11 16:52:52,IVZ,VOL 🔊(7.3×)
2025-07-11 16:52:52,IVZ,VWAP+ 💰
2025-07-11 16:52:52,IVZ,ATR % ≥ 0.7%
2025-07-11 16:52:52,IVZ,Range % ≥ 1.5%
2025-07-11 16:52:53,INVH,VOL 🔊(7.6×)
2025-07-11 16:52:53,INVH,VWAP+ 💰
2025-07-11 16:52:53,INVH,ATR % ≥ 0.7%
2025-07-11 16:52:53,INVH,Range % ≥ 1.5%
2025-07-11 16:52:53,IQV,VOL 🔊(6.7×)
2025-07-11 16:52:53,IQV,VWAP+ 💰
2025-07-11 16:52:53,IQV,ATR14 ≥ 2.0
2025-07-11 16:52:53,IQV,ATR % ≥ 0.7%
2025-07-11 16:52:53,IQV,Range % ≥ 1.5%
2025-07-11 16:52:54,IRM,SMA 📈(20)
2025-07-11 16:52:54,IRM,MACD 🚀
2025-07-11 16:52:54,IRM,VOL 🔊(6.5×)
2025-07-11 16:52:54,IRM,VWAP+ 💰
2025-07-11 16:52:54,IRM,Price>SMA(20)
2025-07-11 16:52:54,IRM,ATR14 ≥ 2.0
2025-07-11 16:52:54,IRM,ATR % ≥ 0.7%
2025-07-11 16:52:54,IRM,Price>SMA(20)
2025-07-11 16:52:55,JBHT,VOL 🔊(5.6×)
2025-07-11 16:52:55,JBHT,VWAP+ 💰
2025-07-11 16:52:55,JBHT,ATR14 ≥ 2.0
2025-07-11 16:52:55,JBHT,ATR % ≥ 0.7%
2025-07-11 16:52:55,JBHT,Range % ≥ 1.5%
2025-07-11 16:52:55,JBL,VOL 🔊(6.7×)
2025-07-11 16:52:55,JBL,VWAP+ 💰
2025-07-11 16:52:55,JBL,ATR14 ≥ 2.0
2025-07-11 16:52:55,JBL,ATR % ≥ 0.7%
2025-07-11 16:52:55,JBL,Range % ≥ 1.5%
2025-07-11 16:52:56,JKHY,VOL 🔊(6.6×)
2025-07-11 16:52:56,JKHY,ATR14 ≥ 2.0
2025-07-11 16:52:56,JKHY,ATR % ≥ 0.7%
2025-07-11 16:52:56,JKHY,Range % ≥ 1.5%
2025-07-11 16:52:57,J,VOL 🔊(6.8×)
2025-07-11 16:52:57,J,ATR % ≥ 0.7%
2025-07-11 16:52:57,JNJ,VOL 🔊(7.5×)
2025-07-11 16:52:57,JNJ,VWAP+ 💰
2025-07-11 16:52:57,JNJ,ATR14 ≥ 2.0
2025-07-11 16:52:57,JNJ,ATR % ≥ 0.7%
2025-07-11 16:52:58,JCI,VOL 🔊(6.4×)
2025-07-11 16:52:58,JCI,ATR % ≥ 0.7%
2025-07-11 16:52:59,JPM,VOL 🔊(6.1×)
2025-07-11 16:52:59,JPM,VWAP+ 💰
2025-07-11 16:52:59,JPM,ATR14 ≥ 2.0
2025-07-11 16:52:59,JPM,ATR % ≥ 0.7%
2025-07-11 16:52:59,K,VOL 🔊(3.8×)
2025-07-11 16:53:00,KVUE,VOL 🔊(4.9×)
2025-07-11 16:53:00,KVUE,VWAP+ 💰
2025-07-11 16:53:00,KVUE,ATR % ≥ 0.7%
2025-07-11 16:53:00,KVUE,Range % ≥ 1.5%
2025-07-11 16:53:01,KDP,VOL 🔊(5.7×)
2025-07-11 16:53:01,KDP,VWAP+ 💰
2025-07-11 16:53:01,KDP,ATR % ≥ 0.7%
2025-07-11 16:53:02,KEY,VOL 🔊(4.4×)
2025-07-11 16:53:02,KEY,ATR % ≥ 0.7%
2025-07-11 16:53:02,KEYS,VOL 🔊(8.4×)
2025-07-11 16:53:02,KEYS,ATR14 ≥ 2.0
2025-07-11 16:53:02,KEYS,ATR % ≥ 0.7%
2025-07-11 16:53:03,KMB,VOL 🔊(6.9×)
2025-07-11 16:53:03,KMB,ATR14 ≥ 2.0
2025-07-11 16:53:03,KMB,ATR % ≥ 0.7%
2025-07-11 16:53:03,KMB,Range % ≥ 1.5%
2025-07-11 16:53:04,KIM,SMA 📈(20)
2025-07-11 16:53:04,KIM,VOL 🔊(5.3×)
2025-07-11 16:53:04,KIM,VWAP+ 💰
2025-07-11 16:53:04,KIM,Price>SMA(20)
2025-07-11 16:53:04,KIM,ATR % ≥ 0.7%
2025-07-11 16:53:04,KIM,Range % ≥ 1.5%
2025-07-11 16:53:04,KIM,Price>SMA(20)
2025-07-11 16:53:04,KMI,SMA 📈(20)
2025-07-11 16:53:04,KMI,MACD 🚀
2025-07-11 16:53:04,KMI,VOL 🔊(6.1×)
2025-07-11 16:53:04,KMI,VWAP+ 💰
2025-07-11 16:53:04,KMI,Price>SMA(20)
2025-07-11 16:53:04,KMI,ATR % ≥ 0.7%
2025-07-11 16:53:04,KMI,Price>SMA(20)
2025-07-11 16:53:05,KKR,VOL 🔊(5.4×)
2025-07-11 16:53:05,KKR,ATR14 ≥ 2.0
2025-07-11 16:53:05,KKR,ATR % ≥ 0.7%
2025-07-11 16:53:06,KLAC,VOL 🔊(6.4×)
2025-07-11 16:53:06,KLAC,ATR14 ≥ 2.0
2025-07-11 16:53:06,KLAC,ATR % ≥ 0.7%
2025-07-11 16:53:06,KHC,SMA 📈(20)
2025-07-11 16:53:06,KHC,RSI 📈
2025-07-11 16:53:06,KHC,VOL 🔊(4.0×)
2025-07-11 16:53:06,KHC,VWAP+ 💰
2025-07-11 16:53:06,KHC,Price>SMA(20)
2025-07-11 16:53:06,KHC,ATR % ≥ 0.7%
2025-07-11 16:53:06,KHC,Range % ≥ 1.5%
2025-07-11 16:53:06,KHC,Price>SMA(20)
2025-07-11 16:53:07,KR,VOL 🔊(6.0×)
2025-07-11 16:53:07,KR,VWAP+ 💰
2025-07-11 16:53:07,KR,ATR % ≥ 0.7%
2025-07-11 16:53:08,LHX,SMA 📈(20)
2025-07-11 16:53:08,LHX,MACD 🚀
2025-07-11 16:53:08,LHX,VOL 🔊(5.7×)
2025-07-11 16:53:08,LHX,VWAP+ 💰
2025-07-11 16:53:08,LHX,Price>SMA(20)
2025-07-11 16:53:08,LHX,ATR14 ≥ 2.0
2025-07-11 16:53:08,LHX,ATR % ≥ 0.7%
2025-07-11 16:53:08,LHX,Price>SMA(20)
2025-07-11 16:53:09,LH,SMA 📈(20)
2025-07-11 16:53:09,LH,MACD 🚀
2025-07-11 16:53:09,LH,BB 📈
2025-07-11 16:53:09,LH,VOL 🔊(8.1×)
2025-07-11 16:53:09,LH,VWAP+ 💰
2025-07-11 16:53:09,LH,Price>SMA(20)
2025-07-11 16:53:09,LH,ATR14 ≥ 2.0
2025-07-11 16:53:09,LH,ATR % ≥ 0.7%
2025-07-11 16:53:09,LH,Range % ≥ 1.5%
2025-07-11 16:53:09,LH,Price>SMA(20)
2025-07-11 16:53:10,LRCX,VOL 🔊(4.9×)
2025-07-11 16:53:10,LRCX,VWAP+ 💰
2025-07-11 16:53:10,LRCX,ATR14 ≥ 2.0
2025-07-11 16:53:10,LRCX,ATR % ≥ 0.7%
2025-07-11 16:53:10,LRCX,Range % ≥ 1.5%
2025-07-11 16:53:10,LW,SMA 📈(20)
2025-07-11 16:53:10,LW,VOL 🔊(4.1×)
2025-07-11 16:53:10,LW,VWAP+ 💰
2025-07-11 16:53:10,LW,Price>SMA(20)
2025-07-11 16:53:10,LW,ATR % ≥ 0.7%
2025-07-11 16:53:10,LW,Range % ≥ 1.5%
2025-07-11 16:53:10,LW,Price>SMA(20)
2025-07-11 16:53:11,LVS,VOL 🔊(4.6×)
2025-07-11 16:53:11,LVS,ATR % ≥ 0.7%
2025-07-11 16:53:11,LVS,Range % ≥ 1.5%
2025-07-11 16:53:12,LDOS,SMA 📈(20)
2025-07-11 16:53:12,LDOS,MACD 🚀
2025-07-11 16:53:12,LDOS,VOL 🔊(7.1×)
2025-07-11 16:53:12,LDOS,VWAP+ 💰
2025-07-11 16:53:12,LDOS,Price>SMA(20)
2025-07-11 16:53:12,LDOS,ATR14 ≥ 2.0
2025-07-11 16:53:12,LDOS,ATR % ≥ 0.7%
2025-07-11 16:53:12,LDOS,Range % ≥ 1.5%
2025-07-11 16:53:12,LDOS,Price>SMA(20)
2025-07-11 16:53:12,LEN,VOL 🔊(5.6×)
2025-07-11 16:53:12,LEN,ATR14 ≥ 2.0
2025-07-11 16:53:12,LEN,ATR % ≥ 0.7%
2025-07-11 16:53:12,LEN,Range % ≥ 1.5%
2025-07-11 16:53:13,LII,VOL 🔊(5.5×)
2025-07-11 16:53:13,LII,VWAP+ 💰
2025-07-11 16:53:13,LII,ATR14 ≥ 2.0
2025-07-11 16:53:13,LII,ATR % ≥ 0.7%
2025-07-11 16:53:14,LLY,SMA 📈(20)
2025-07-11 16:53:14,LLY,RSI 📈
2025-07-11 16:53:14,LLY,MACD 🚀
2025-07-11 16:53:14,LLY,VOL 🔊(5.3×)
2025-07-11 16:53:14,LLY,VWAP+ 💰
2025-07-11 16:53:14,LLY,Price>SMA(20)
2025-07-11 16:53:14,LLY,ATR14 ≥ 2.0
2025-07-11 16:53:14,LLY,ATR % ≥ 0.7%
2025-07-11 16:53:14,LLY,Range % ≥ 1.5%
2025-07-11 16:53:14,LLY,Price>SMA(20)
2025-07-11 16:53:14,LIN,SMA 📈(20)
2025-07-11 16:53:14,LIN,VOL 🔊(6.0×)
2025-07-11 16:53:14,LIN,VWAP+ 💰
2025-07-11 16:53:14,LIN,Price>SMA(20)
2025-07-11 16:53:14,LIN,ATR14 ≥ 2.0
2025-07-11 16:53:14,LIN,ATR % ≥ 0.7%
2025-07-11 16:53:14,LIN,Price>SMA(20)
2025-07-11 16:53:15,LYV,VOL 🔊(5.1×)
2025-07-11 16:53:15,LYV,VWAP+ 💰
2025-07-11 16:53:15,LYV,ATR14 ≥ 2.0
2025-07-11 16:53:15,LYV,ATR % ≥ 0.7%
2025-07-11 16:53:16,LKQ,VOL 🔊(5.1×)
2025-07-11 16:53:16,LKQ,ATR % ≥ 0.7%
2025-07-11 16:53:16,LMT,VOL 🔊(4.5×)
2025-07-11 16:53:16,LMT,VWAP+ 💰
2025-07-11 16:53:16,LMT,ATR14 ≥ 2.0
2025-07-11 16:53:16,LMT,ATR % ≥ 0.7%
2025-07-11 16:53:17,L,VOL 🔊(4.3×)
2025-07-11 16:53:17,L,VWAP+ 💰
2025-07-11 16:53:17,L,ATR % ≥ 0.7%
2025-07-11 16:53:18,LOW,VOL 🔊(6.2×)
2025-07-11 16:53:18,LOW,ATR14 ≥ 2.0
2025-07-11 16:53:18,LOW,ATR % ≥ 0.7%
2025-07-11 16:53:19,LULU,VOL 🔊(5.1×)
2025-07-11 16:53:19,LULU,ATR14 ≥ 2.0
2025-07-11 16:53:19,LULU,ATR % ≥ 0.7%
2025-07-11 16:53:20,LYB,VOL 🔊(5.9×)
2025-07-11 16:53:20,LYB,VWAP+ 💰
2025-07-11 16:53:20,LYB,ATR % ≥ 0.7%
2025-07-11 16:53:20,LYB,Range % ≥ 1.5%
2025-07-11 16:53:20,MTB,VOL 🔊(8.1×)
2025-07-11 16:53:20,MTB,ATR14 ≥ 2.0
2025-07-11 16:53:20,MTB,ATR % ≥ 0.7%
2025-07-11 16:53:21,MPC,VOL 🔊(6.4×)
2025-07-11 16:53:21,MPC,ATR14 ≥ 2.0
2025-07-11 16:53:21,MPC,ATR % ≥ 0.7%
2025-07-11 16:53:21,MPC,Range % ≥ 1.5%
2025-07-11 16:53:22,MKTX,VOL 🔊(5.5×)
2025-07-11 16:53:22,MKTX,ATR14 ≥ 2.0
2025-07-11 16:53:22,MKTX,ATR % ≥ 0.7%
2025-07-11 16:53:22,MKTX,Range % ≥ 1.5%
2025-07-11 16:53:23,MAR,VOL 🔊(4.7×)
2025-07-11 16:53:23,MAR,VWAP+ 💰
2025-07-11 16:53:23,MAR,ATR14 ≥ 2.0
2025-07-11 16:53:23,MAR,ATR % ≥ 0.7%
2025-07-11 16:53:23,MMC,VOL 🔊(5.9×)
2025-07-11 16:53:23,MMC,ATR14 ≥ 2.0
2025-07-11 16:53:23,MMC,ATR % ≥ 0.7%
2025-07-11 16:53:24,MLM,VOL 🔊(7.3×)
2025-07-11 16:53:24,MLM,VWAP+ 💰
2025-07-11 16:53:24,MLM,ATR14 ≥ 2.0
2025-07-11 16:53:24,MLM,ATR % ≥ 0.7%
2025-07-11 16:53:24,MLM,Range % ≥ 1.5%
2025-07-11 16:53:25,MAS,VOL 🔊(5.6×)
2025-07-11 16:53:25,MAS,ATR % ≥ 0.7%
2025-07-11 16:53:25,MAS,Range % ≥ 1.5%
2025-07-11 16:53:25,MA,SMA 📈(20)
2025-07-11 16:53:25,MA,MACD 🚀
2025-07-11 16:53:25,MA,VOL 🔊(5.9×)
2025-07-11 16:53:25,MA,Price>SMA(20)
2025-07-11 16:53:25,MA,ATR14 ≥ 2.0
2025-07-11 16:53:25,MA,ATR % ≥ 0.7%
2025-07-11 16:53:25,MA,Range % ≥ 1.5%
2025-07-11 16:53:25,MA,Price>SMA(20)
2025-07-11 16:53:26,MTCH,VOL 🔊(6.6×)
2025-07-11 16:53:26,MTCH,ATR % ≥ 0.7%
2025-07-11 16:53:26,MTCH,Range % ≥ 1.5%
2025-07-11 16:53:27,MKC,VOL 🔊(6.8×)
2025-07-11 16:53:27,MKC,ATR % ≥ 0.7%
2025-07-11 16:53:28,MCD,VOL 🔊(6.1×)
2025-07-11 16:53:28,MCD,ATR14 ≥ 2.0
2025-07-11 16:53:28,MCD,ATR % ≥ 0.7%
2025-07-11 16:53:28,MCD,Range % ≥ 1.5%
2025-07-11 16:53:28,MCK,VOL 🔊(6.9×)
2025-07-11 16:53:28,MCK,VWAP+ 💰
2025-07-11 16:53:28,MCK,ATR14 ≥ 2.0
2025-07-11 16:53:28,MCK,ATR % ≥ 0.7%
2025-07-11 16:53:29,MDT,VOL 🔊(4.7×)
2025-07-11 16:53:29,MDT,VWAP+ 💰
2025-07-11 16:53:29,MDT,ATR % ≥ 0.7%
2025-07-11 16:53:29,MDT,Range % ≥ 1.5%
2025-07-11 16:53:29,MDT,Gap % ≥ 1.0%
2025-07-11 16:53:30,MRK,SMA 📈(20)
2025-07-11 16:53:30,MRK,MACD 🚀
2025-07-11 16:53:30,MRK,VOL 🔊(6.3×)
2025-07-11 16:53:30,MRK,VWAP+ 💰
2025-07-11 16:53:30,MRK,Price>SMA(20)
2025-07-11 16:53:30,MRK,ATR % ≥ 0.7%
2025-07-11 16:53:30,MRK,Range % ≥ 1.5%
2025-07-11 16:53:30,MRK,Price>SMA(20)
2025-07-11 16:53:30,META,VOL 🔊(6.7×)
2025-07-11 16:53:30,META,VWAP+ 💰
2025-07-11 16:53:30,META,ATR14 ≥ 2.0
2025-07-11 16:53:30,META,ATR % ≥ 0.7%
2025-07-11 16:53:30,META,Range % ≥ 1.5%
2025-07-11 16:53:31,MET,VOL 🔊(7.1×)
2025-07-11 16:53:31,MET,ATR % ≥ 0.7%
2025-07-11 16:53:32,MTD,VOL 🔊(5.5×)
2025-07-11 16:53:32,MTD,ATR14 ≥ 2.0
2025-07-11 16:53:32,MTD,ATR % ≥ 0.7%
2025-07-11 16:53:32,MGM,VOL 🔊(7.5×)
2025-07-11 16:53:32,MGM,ATR % ≥ 0.7%
2025-07-11 16:53:32,MGM,Range % ≥ 1.5%
2025-07-11 16:53:33,MCHP,VOL 🔊(6.6×)
2025-07-11 16:53:33,MCHP,VWAP+ 💰
2025-07-11 16:53:33,MCHP,ATR14 ≥ 2.0
2025-07-11 16:53:33,MCHP,ATR % ≥ 0.7%
2025-07-11 16:53:33,MCHP,Range % ≥ 1.5%
2025-07-11 16:53:34,MU,SMA 📈(20)
2025-07-11 16:53:34,MU,MACD 🚀
2025-07-11 16:53:34,MU,VOL 🔊(5.6×)
2025-07-11 16:53:34,MU,VWAP+ 💰
2025-07-11 16:53:34,MU,Price>SMA(20)
2025-07-11 16:53:34,MU,ATR14 ≥ 2.0
2025-07-11 16:53:34,MU,ATR % ≥ 0.7%
2025-07-11 16:53:34,MU,Range % ≥ 1.5%
2025-07-11 16:53:34,MU,Price>SMA(20)
2025-07-11 16:53:35,MSFT,VOL 🔊(5.5×)
2025-07-11 16:53:35,MSFT,VWAP+ 💰
2025-07-11 16:53:35,MSFT,ATR14 ≥ 2.0
2025-07-11 16:53:35,MSFT,ATR % ≥ 0.7%
2025-07-11 16:53:35,MAA,VOL 🔊(5.8×)
2025-07-11 16:53:35,MAA,ATR14 ≥ 2.0
2025-07-11 16:53:35,MAA,ATR % ≥ 0.7%
2025-07-11 16:53:36,MRNA,SMA 📈(20)
2025-07-11 16:53:36,MRNA,MACD 🚀
2025-07-11 16:53:36,MRNA,VOL 🔊(6.7×)
2025-07-11 16:53:36,MRNA,VWAP+ 💰
2025-07-11 16:53:36,MRNA,Price>SMA(20)
2025-07-11 16:53:36,MRNA,ATR % ≥ 0.7%
2025-07-11 16:53:36,MRNA,Range % ≥ 1.5%
2025-07-11 16:53:36,MRNA,Price>SMA(20)
2025-07-11 16:53:37,MHK,VOL 🔊(4.8×)
2025-07-11 16:53:37,MHK,ATR14 ≥ 2.0
2025-07-11 16:53:37,MHK,ATR % ≥ 0.7%
2025-07-11 16:53:37,MOH,SMA 📈(20)
2025-07-11 16:53:37,MOH,MACD 🚀
2025-07-11 16:53:37,MOH,VOL 🔊(7.0×)
2025-07-11 16:53:37,MOH,VWAP+ 💰
2025-07-11 16:53:37,MOH,Price>SMA(20)
2025-07-11 16:53:37,MOH,ATR14 ≥ 2.0
2025-07-11 16:53:37,MOH,ATR % ≥ 0.7%
2025-07-11 16:53:37,MOH,Range % ≥ 1.5%
2025-07-11 16:53:37,MOH,Price>SMA(20)
2025-07-11 16:53:38,TAP,VOL 🔊(6.2×)
2025-07-11 16:53:38,TAP,VWAP+ 💰
2025-07-11 16:53:38,TAP,ATR % ≥ 0.7%
2025-07-11 16:53:38,TAP,Range % ≥ 1.5%
2025-07-11 16:53:39,MDLZ,VOL 🔊(6.8×)
2025-07-11 16:53:39,MDLZ,VWAP+ 💰
2025-07-11 16:53:39,MDLZ,ATR % ≥ 0.7%
2025-07-11 16:53:39,MDLZ,Range % ≥ 1.5%
2025-07-11 16:53:40,MPWR,VOL 🔊(8.3×)
2025-07-11 16:53:40,MPWR,ATR14 ≥ 2.0
2025-07-11 16:53:40,MPWR,ATR % ≥ 0.7%
2025-07-11 16:53:40,MPWR,Range % ≥ 1.5%
2025-07-11 16:53:40,MNST,VOL 🔊(6.8×)
2025-07-11 16:53:40,MNST,VWAP+ 💰
2025-07-11 16:53:40,MNST,ATR % ≥ 0.7%
